trading_coin,reference_coin,trade_type,profit_factor,profit_factor_quantile,total_cumulative_return,max_drawdown,last_year_drawdown,num_trades,sharpe_ratio,drawdown_quantile,passes_filter_1_drawdown,passes_filter_2_return,passes_filter_3_trades,passes_filter_4_statistical,passes_filter_5_2022,passes_all_filters
SAND,HARD,short,1.1506,0.0000,0.3281,-0.7421,-0.2355,332,0.2110,0.4000,False,False,True,True,True,False
SAND,LINK,short,1.1358,0.0000,0.1829,-0.5810,-0.5157,255,0.1518,0.0000,True,False,True,True,False,False
SAND,SXP,short,1.1349,0.0000,0.2188,-0.5814,-0.5181,243,0.1971,0.0000,True,False,True,True,False,False
SAND,ZEN,short,1.1342,0.0000,0.2468,-0.6507,-0.3773,251,0.2170,0.0000,True,False,True,True,False,False
SAND,UTK,short,1.1338,0.0000,0.3515,-0.6529,-0.4167,308,0.2711,0.0000,True,False,True,True,False,False
SAND,HIVE,short,1.1294,0.0000,0.2385,-0.7858,-0.1591,288,0.1909,0.4000,False,False,True,True,True,False
SAND,STORJ,short,1.1237,0.0000,0.1152,-0.7485,-0.4076,252,0.1039,0.4000,False,False,True,True,False,False
SAND,TFUEL,short,1.1129,0.4000,0.1687,-0.6443,-0.2860,297,0.1442,0.0000,True,False,True,True,True,False
SAND,HBAR,short,1.1065,0.4000,-0.1584,-0.8015,-0.3244,252,-0.1423,0.8000,False,False,True,True,False,False
SAND,UMA,short,1.0973,0.6000,0.0599,-0.7544,-0.2598,306,0.0498,0.4000,False,False,True,True,True,False
SAND,HOT,short,1.0963,0.6000,0.0176,-0.6590,-0.2612,225,0.0200,0.0000,True,False,True,True,True,False
SAND,TWT,short,1.0962,0.6000,-0.0111,-0.6452,-0.4982,317,-0.0089,0.0000,True,False,True,True,False,False
SAND,NULS,short,1.0812,0.6000,-0.0333,-0.6804,-0.3121,328,-0.0289,0.0000,True,False,True,True,False,False
SAND,WAN,short,1.0795,0.6000,0.0048,-0.6294,-0.2349,304,0.0046,0.0000,True,False,True,True,True,False
SAND,WIN,short,1.0725,0.6000,-0.1594,-0.8533,-0.3432,277,-0.1527,2.2000,False,False,True,True,False,False
SAND,MDT,short,1.0655,0.6000,-0.1673,-0.8470,-0.3038,336,-0.1421,2.0000,False,False,True,True,False,False
SAND,ZIL,short,1.0648,0.6000,-0.1083,-0.5455,-0.3280,238,-0.1281,0.0000,True,False,True,True,False,False
SAND,JST,short,1.0571,0.6000,-0.1165,-0.6957,-0.3233,272,-0.1252,0.0000,True,False,True,True,False,False
SAND,LSK,short,1.0535,0.6000,-0.1911,-0.7135,-0.3128,308,-0.1847,0.0000,False,False,True,True,False,False
SAND,WING,short,1.0474,0.6000,-0.2119,-0.7741,-0.1874,349,-0.1938,0.4000,False,False,True,True,True,False
SAND,PSG,short,1.0368,0.6000,-0.3677,-0.7646,-0.4475,360,-0.3199,0.4000,False,False,True,True,False,False
SAND,KSM,short,1.0339,0.8000,-0.3766,-0.7836,-0.3711,300,-0.3698,0.4000,False,False,True,True,False,False
SAND,QTUM,short,1.0190,1.6000,-0.2656,-0.6965,-0.2729,220,-0.3692,0.0000,True,False,True,True,True,False
SAND,VET,short,1.0106,1.8000,-0.3671,-0.8285,-0.3415,227,-0.4772,1.2000,False,False,True,True,False,False
SAND,STX,short,1.0071,1.8000,-0.3422,-0.7926,-0.2333,283,-0.4127,0.6000,False,False,True,True,True,False
SAND,NEAR,short,0.9980,2.2000,-0.4267,-0.7708,-0.2042,279,-0.5085,0.4000,False,False,True,True,True,False
SAND,PAXG,short,0.9957,3.0000,-0.6256,-0.8814,-0.3942,394,-0.5815,4.2000,False,False,True,True,False,False
SAND,UNI,short,0.9830,4.8000,-0.4790,-0.8289,-0.3086,267,-0.6089,1.2000,False,False,True,True,False,False
SAND,ROSE,short,0.9828,4.8000,-0.5039,-0.7986,-0.3183,293,-0.6038,0.8000,False,False,True,True,False,False
SAND,RLC,short,0.9780,5.0000,-0.5138,-0.8088,-0.3801,317,-0.6020,1.0000,False,False,True,True,False,False
SAND,INJ,short,0.9780,5.0000,-0.5538,-0.7696,-0.3076,323,-0.6249,0.4000,False,False,True,True,False,False
SAND,MANA,short,0.9761,5.2000,-0.5242,-0.7455,-0.2040,165,-0.7707,0.4000,False,False,False,False,True,False
SAND,RVN,short,0.9741,5.6000,-0.4929,-0.7834,-0.3531,245,-0.6720,0.4000,False,False,True,False,False,False
SAND,NKN,short,0.9708,6.2000,-0.4859,-0.8738,-0.2147,290,-0.6186,2.6000,False,False,True,False,True,False
SAND,OGN,short,0.9652,6.2000,-0.4896,-0.8327,-0.2314,251,-0.6867,1.4000,False,False,True,False,True,False
SAND,STPT,short,0.9587,7.8000,-0.5111,-0.8003,-0.3000,320,-0.6690,0.8000,False,False,True,False,True,False
SAND,IOTA,short,0.9559,8.2000,-0.5109,-0.6936,-0.3675,266,-0.7251,0.0000,True,False,True,False,False,False
SAND,SOL,short,0.9545,8.8000,-0.6428,-0.9164,-0.3606,276,-0.8280,7.4000,False,False,True,False,False,False
SAND,THETA,short,0.9457,9.8000,-0.5603,-0.8823,-0.2157,250,-0.8340,4.2000,False,False,True,False,True,False
SAND,VTHO,short,0.9445,10.2000,-0.6159,-0.8726,-0.2568,305,-0.7839,2.6000,False,False,True,False,True,False
SAND,RSR,short,0.9431,10.6000,-0.6162,-0.6644,-0.5507,276,-0.8380,0.0000,True,False,True,False,False,False
SAND,ONE,short,0.9427,11.2000,-0.5510,-0.8113,-0.2102,266,-0.8067,1.2000,False,False,True,False,True,False
SAND,OG,short,0.9332,13.2000,-0.7153,-0.8100,-0.4696,373,-0.8735,1.0000,False,False,True,False,False,False
SAND,NMR,short,0.9245,15.0000,-0.6409,-0.7815,-0.3574,364,-0.8548,0.4000,False,False,True,False,False,False
SAND,KMD,short,0.9079,18.2000,-0.6716,-0.8475,-0.2600,323,-0.9771,2.0000,False,False,True,False,True,False
SAND,OXT,short,0.8994,20.4000,-0.6517,-0.7446,-0.5168,346,-0.9684,0.4000,False,False,True,False,False,False
SAND,SC,short,0.8938,22.6000,-0.6236,-0.7810,-0.3384,259,-1.1054,0.4000,False,False,True,False,False,False
SAND,LRC,short,0.8870,24.2000,-0.7371,-0.8345,-0.5685,251,-1.2063,1.4000,False,False,True,False,False,False
SAND,JUV,short,0.8741,29.0000,-0.8017,-0.8799,-0.4709,363,-1.1962,4.2000,False,False,True,False,False,False
SAND,MKR,short,0.8604,32.4000,-0.7842,-0.8897,-0.4195,271,-1.3467,5.0000,False,False,True,False,False,False
SAND,ICX,short,0.8570,34.0000,-0.8146,-0.8990,-0.3471,253,-1.3052,5.8000,False,False,True,False,False,False
SAND,LTO,short,0.8187,49.4000,-0.8524,-0.8796,-0.5993,313,-1.5914,4.0000,False,False,True,False,False,False
SAND,MBL,short,0.7843,62.2000,-0.8377,-0.9012,-0.4343,309,-1.7596,5.8000,False,False,True,False,False,False
SAND,XVS,short,0.7742,67.2000,-0.9138,-0.9408,-0.3995,341,-1.8789,11.2000,False,False,True,False,False,False
